Actual,Predicted
67,58.441764870620965
13,43.628556651118124
49,60.66679455657572
39,49.33412200984169
63,31.869843374667997
26,39.471215602848794
77,55.9615881020163
35,58.113799415704165
60,40.80655199311128
27,26.690964445537286
