Actual,Predicted
80,49.24211516787581
46,59.161301503475116
64,40.41517768641987
40,33.95711378710413
51,51.772269326329024
83,61.33959284509838
65,49.65497994468282
39,167.58471320245175
40,33.5568191314213
23,46.78212824746917
